open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2026-01-01 09:30:00,87836.01,87876.2,87836.01,87876.2,18.33659,2026-01-01 09:44:59.999,1610881.37105270,4111,10.91957000,959280.07298500,0
2026-01-01 09:45:00,87876.2,87878.0,87865.55,87877.99,48.64446,2026-01-01 09:59:59.999,4274471.47260940,4627,7.33185000,644227.71401300,0
2026-01-01 10:00:00,87877.99,87883.8,87871.42,87872.43,56.09412,2026-01-01 10:14:59.999,4929523.05285500,6866,9.77724000,859166.66555680,0
2026-01-01 10:15:00,87872.42,87872.43,87799.17,87851.26,25.40594,2026-01-01 10:29:59.999,2231339.26123460,11619,11.70860000,1028270.84249720,0
2026-01-01 10:30:00,87851.26,87856.59,87840.0,87840.01,19.33634,2026-01-01 10:44:59.999,1698600.22280690,4220,4.67689000,410845.16687840,0
2026-01-01 10:45:00,87840.0,87880.0,87840.0,87863.76,27.2374,2026-01-01 10:59:59.999,2393080.39190990,9205,11.96498000,1051165.63785030,0
2026-01-01 11:00:00,87863.75,87966.71,87859.36,87940.0,49.24447,2026-01-01 11:14:59.999,4329203.18805360,14818,26.15948000,2299700.38437580,0
2026-01-01 11:15:00,87940.0,87983.22,87926.18,87926.18,49.6092,2026-01-01 11:29:59.999,4362815.50406130,10261,25.39904000,2233704.51499590,0
2026-01-01 11:30:00,87926.19,87953.61,87880.0,87915.12,52.77618,2026-01-01 11:44:59.999,4639623.19451910,9036,14.08338000,1238018.90355180,0
2026-01-01 11:45:00,87915.11,88024.64,87915.11,88024.64,44.6742,2026-01-01 11:59:59.999,3930689.39991330,9229,26.32140000,2315900.42881680,0
2026-01-01 12:00:00,88024.64,88036.42,87983.56,88003.79,49.98468,2026-01-01 12:14:59.999,4399664.59916770,14316,14.56205000,1281660.98792170,0
2026-01-01 12:15:00,88003.8,88035.29,87951.51,88004.81,52.65496,2026-01-01 12:29:59.999,4633274.60066890,13294,26.47909000,2330031.84784450,0
2026-01-01 12:30:00,88004.81,88004.82,87925.28,87979.26,44.73965,2026-01-01 12:44:59.999,3935681.77216250,11139,26.16846000,2301998.99140480,0
2026-01-01 12:45:00,87979.26,87988.59,87950.0,87950.0,52.75627,2026-01-01 12:59:59.999,4641530.10126940,6846,20.78881000,1829002.87908400,0
2026-01-01 13:00:00,87950.0,87991.98,87892.0,87990.05,26.48595,2026-01-01 13:14:59.999,2329306.24876070,10338,11.91263000,1047655.33786550,0
2026-01-01 13:15:00,87990.05,88019.82,87964.76,87987.1,38.11389,2026-01-01 13:29:59.999,3353837.72137050,9699,13.89244000,1222334.54729420,0
2026-01-01 13:30:00,87987.11,87989.0,87951.28,87989.0,25.07212,2026-01-01 13:44:59.999,2205641.95627230,9965,13.33683000,1173220.16624040,0
2026-01-01 13:45:00,87988.99,87988.99,87860.66,87922.64,66.05687,2026-01-01 13:59:59.999,5808491.44051640,17496,21.63754000,1902333.48234200,0
2026-01-01 14:00:00,87922.63,87964.0,87827.49,87957.54,158.97103,2026-01-01 14:14:59.999,13970088.24627270,32704,96.48687000,8478857.08549000,0
2026-01-01 14:15:00,87957.54,87966.71,87850.0,87872.25,100.34875,2026-01-01 14:29:59.999,8822394.65175880,16476,36.35288000,3195556.77874250,0
2026-01-01 14:30:00,87872.24,87911.72,87810.66,87911.71,89.85109,2026-01-01 14:44:59.999,7894720.12883740,16968,58.17803000,5111852.08368970,0
2026-01-01 14:45:00,87911.71,87970.59,87892.2,87967.05,40.84444,2026-01-01 14:59:59.999,3591710.31915460,9481,23.87027000,2099129.81378280,0
2026-01-01 15:00:00,87967.05,87983.57,87916.39,87983.57,52.43118,2026-01-01 15:14:59.999,4611687.70272090,15081,25.30146000,2225351.12376410,0
2026-01-01 15:15:00,87983.57,88081.0,87974.78,88007.12,67.99654,2026-01-01 15:29:59.999,5985633.48954900,21544,39.27271000,3456980.29815380,0
2026-01-01 15:30:00,88007.12,88113.45,87944.95,88020.37,92.22002,2026-01-01 15:44:59.999,8115887.17572510,24939,62.07002000,5462410.18869560,0
2026-01-01 15:45:00,88020.37,88092.54,87987.46,88032.18,47.3646,2026-01-01 15:59:59.999,4169696.25876030,21098,27.05175000,2381462.86543490,0
2026-01-01 16:00:00,88032.17,88048.7,87914.37,87943.53,82.20205,2026-01-01 16:14:59.999,7232295.06166370,28178,21.92111000,1928662.01591500,0
2026-01-01 16:15:00,87943.52,87958.0,87879.03,87954.34,40.96062,2026-01-01 16:29:59.999,3601319.47655040,16982,22.14478000,1947093.44358950,0
2026-01-01 16:30:00,87954.34,87992.37,87940.52,87940.59,29.19509,2026-01-01 16:44:59.999,2568135.55212880,12399,17.18327000,1511486.21078060,0
2026-01-01 16:45:00,87940.59,87988.77,87940.59,87988.76,37.637,2026-01-01 16:59:59.999,3310914.34730930,7513,24.77980000,2179838.82344180,0
2026-01-01 17:00:00,87988.77,88075.0,87976.0,88053.83,30.95284,2026-01-01 17:14:59.999,2724511.31723010,8971,17.59013000,1548304.81693080,0
2026-01-01 17:15:00,88053.83,88272.0,88040.0,88255.49,113.4862,2026-01-01 17:29:59.999,10007008.66206160,32142,78.23335000,6897600.40104300,0
2026-01-01 17:30:00,88255.48,88500.0,88255.48,88347.69,191.79594,2026-01-01 17:44:59.999,16956272.63894560,60733,98.76383000,8731341.26878020,0
2026-01-01 17:45:00,88347.68,88450.0,88289.99,88316.37,139.85056,2026-01-01 17:59:59.999,12354135.47040090,29281,60.94040000,5383507.81235970,0
2026-01-01 18:00:00,88316.38,88364.0,88170.38,88170.38,111.06472,2026-01-01 18:14:59.999,9804381.47484280,34815,41.31199000,3646609.22958930,0
2026-01-01 18:15:00,88170.38,88259.87,88105.08,88105.08,80.55541,2026-01-01 18:29:59.999,7103015.00677370,21005,21.51422000,1896890.26237610,0
2026-01-01 18:30:00,88105.08,88179.96,88105.08,88175.29,35.51056,2026-01-01 18:44:59.999,3130015.28613500,12643,21.51774000,1896492.03044020,0
2026-01-01 18:45:00,88175.29,88213.22,88156.9,88193.94,30.46097,2026-01-01 18:59:59.999,2686349.84832740,10469,19.33555000,1705104.35031870,0
2026-01-01 19:00:00,88193.94,88193.95,88062.32,88110.78,79.49727,2026-01-01 19:14:59.999,7004875.10224560,11982,21.89829000,1929636.31988430,0
2026-01-01 19:15:00,88110.78,88169.03,88110.78,88166.75,24.63426,2026-01-01 19:29:59.999,2171484.62431220,8054,8.66386000,763641.14025180,0
2026-01-01 19:30:00,88166.75,88336.86,88166.75,88330.68,48.24424,2026-01-01 19:44:59.999,4257934.82929930,11911,37.10331000,3274486.60882040,0
2026-01-01 19:45:00,88330.68,88431.23,88304.07,88391.15,64.28726,2026-01-01 19:59:59.999,5681532.94197060,19090,36.09481000,3189749.56385890,0
2026-01-01 20:00:00,88391.16,88391.16,88307.27,88337.59,41.83139,2026-01-01 20:14:59.999,3695655.71229320,14027,14.67785000,1296627.18509680,0
2026-01-01 20:15:00,88337.6,88365.2,88317.09,88364.33,27.82466,2026-01-01 20:29:59.999,2458040.02210210,12049,18.17847000,1605833.10976650,0
2026-01-01 20:30:00,88364.33,88364.34,88240.0,88241.73,42.2772,2026-01-01 20:44:59.999,3732796.62106620,15804,9.25843000,817499.53869400,0
2026-01-01 20:45:00,88241.73,88280.94,88241.72,88258.12,23.46202,2026-01-01 20:59:59.999,2070726.06942970,6246,12.91973000,1140217.32553340,0
2026-01-01 21:00:00,88258.12,88447.84,88254.08,88387.32,49.96855,2026-01-01 21:14:59.999,4413532.73800870,15972,38.50923000,3401241.39929110,0
2026-01-01 21:15:00,88387.31,88399.37,88360.0,88377.04,32.013,2026-01-01 21:29:59.999,2829086.94198060,9223,14.38485000,1271206.71707540,0
2026-01-01 21:30:00,88377.05,88397.04,88326.23,88326.24,52.14433,2026-01-01 21:44:59.999,4607744.87873820,14585,19.38830000,1713227.41879270,0
2026-01-01 21:45:00,88326.24,88398.06,88297.15,88377.67,34.44617,2026-01-01 21:59:59.999,3043242.72715090,13147,18.08236000,1597652.67526830,0
2026-01-01 22:00:00,88377.67,88594.62,88377.67,88516.19,207.00168,2026-01-01 22:14:59.999,18325103.02922990,23152,146.08034000,12931169.40350680,0
2026-01-01 22:15:00,88516.19,88583.51,88473.26,88532.74,93.02125,2026-01-01 22:29:59.999,8235760.24214650,14007,32.03276000,2835795.59359960,0
2026-01-01 22:30:00,88532.74,88592.0,88429.1,88584.26,79.59612,2026-01-01 22:44:59.999,7046708.21697500,23104,30.91912000,2737204.21383580,0
2026-01-01 22:45:00,88584.26,88699.99,88539.26,88645.57,94.61149,2026-01-01 22:59:59.999,8386132.24219040,22652,64.84196000,5747239.81674450,0
2026-01-01 23:00:00,88645.57,88765.68,88474.63,88580.0,168.17176,2026-01-01 23:14:59.999,14902755.58375900,45738,75.04285000,6651069.88236710,0
2026-01-01 23:15:00,88580.0,88791.22,88579.99,88735.06,192.83861,2026-01-01 23:29:59.999,17114758.25227820,17792,92.52962000,8210772.88215320,0
2026-01-01 23:30:00,88735.06,88875.01,88735.06,88875.01,128.32108,2026-01-01 23:44:59.999,11395694.44564190,15925,78.58624000,6979208.58593280,0
2026-01-01 23:45:00,88875.0,88919.45,88753.45,88839.04,103.72109,2026-01-01 23:59:59.999,9215206.38549070,20510,44.42945000,3947462.23972420,0
